TransactionAmount,TransactionDate,TransactionType,Location,IP Address,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionAmount_Bin,TransactionDuration_Bin,LoginAttempts_Bin,Cluster_KMeans,Cluster_DBSCAN,Cluster,Is_Anomaly,Fraud_Score,Original_TransactionType,Original_Location,Original_IP Address,Original_Channel,Original_CustomerOccupation
-0.9555502666944129,4323404.0,0,0,579,1,0.8053466605675694,2,-0.19504425062651945,-0.20679364850592932,0.7266529330633243,338.0,-1,-1,-1,2,-1,2,True,100,0,0,579,1,2
-0.7746590447998077,13573124.0,0,8,70,2,-1.49949295554867,3,0.7056012596194681,-0.20679364850592932,0.3728782439432717,177.0,-1,0,-1,1,-1,1,True,100,0,8,70,2,3
-0.8163188413573532,4927012.0,1,20,59,1,1.4799338652845175,2,-1.1671695632729822,-0.20679364850592932,0.1632204990176552,181.0,-1,-1,-1,2,-1,2,True,100,1,20,59,1,2
-0.7257019319044686,19103485.0,1,19,478,1,-0.3751809476870898,0,-0.38089173686775496,-0.20679364850592932,1.0337731972516602,110.0,-1,-1,-1,1,-1,1,True,100,1,19,478,1,0
-0.8407117485522317,13402449.0,1,1,91,2,-0.31896534729401077,1,0.005099196094811121,-0.20679364850592932,0.9898622453182356,38.0,-1,0,-1,1,-1,1,True,100,1,1,91,2,1
0.1652901150298106,10376740.0,1,13,268,2,-1.274630553976354,3,0.319610326656902,3.1124756489183207,-0.9517038515474685,41.0,0,0,1,1,-1,1,True,100,1,13,268,2,3
-0.5209316983317309,5100230.0,1,33,63,2,-1.330846154369433,3,-0.33800385542746986,-0.20679364850592932,-0.8162070533532758,46.0,-1,-1,-1,2,-1,2,True,100,1,33,63,2,3
-0.9938868722436672,25149187.0,0,15,543,2,1.1426402629260435,2,2.2352690309896373,-0.20679364850592932,-0.37937692420172625,201.0,-1,0,-1,0,-1,0,True,100,0,15,543,2,2
-0.1735725887125262,9074215.0,1,24,467,0,-1.218414953583275,3,0.5483456943384226,6.431744946342571,-1.138657434417119,315.0,-1,0,2,2,-1,2,True,100,1,24,467,0,3
-0.8814122734785179,7432952.0,1,25,327,1,-0.4313965480801688,1,-0.35229981590756493,-0.20679364850592932,-0.6224819637654089,336.0,-1,-1,-1,2,-1,2,True,100,1,25,327,1,1
-0.5829074976513031,1901906.0,1,19,151,2,-0.03788734532861574,0,1.1058881530621292,-0.20679364850592932,-0.8569489093746535,299.0,-1,0,-1,2,-1,2,True,100,1,19,151,2,0
-0.82711064720902,22553736.0,1,11,397,1,-0.9935525520109589,3,2.3353407543503026,-0.20679364850592932,-0.9647315022991751,127.0,-1,0,-1,0,-1,0,True,100,1,11,397,1,3
-0.9225581745193173,16940956.0,0,24,404,2,0.8053466605675694,0,-1.424496851914693,-0.20679364850592932,0.8256487204129397,174.0,-1,-1,-1,1,-1,1,True,100,0,24,404,2,0
-0.8170040353796812,3025458.0,1,3,248,0,-0.8811213512248008,0,1.9636457818678317,-0.20679364850592932,1.2074709339519887,35.0,-1,0,-1,2,-1,2,True,100,1,3,248,0,0
0.3386784623799236,22983954.0,1,27,92,0,0.2431906566367793,1,0.6913052991393731,3.1124756489183207,1.1732441853031925,290.0,0,0,1,0,-1,0,True,100,1,27,92,0,1
1.987803435319073,6052998.0,1,20,93,2,-1.274630553976354,3,0.4339780104976623,-0.20679364850592932,-1.2090005948920401,87.0,0,0,-1,2,-1,2,True,100,1,20,93,2,3
-0.145034257682563,25749763.0,0,37,571,1,0.018328255064463266,0,-0.9956180375118417,-0.20679364850592932,2.487475439210654,268.0,-1,-1,-1,0,-1,0,True,100,0,37,571,1,0
-0.5921233572516154,24798770.0,1,39,479,1,0.2431906566367793,1,-1.067097839912317,-0.20679364850592932,0.16676650196778517,0.0,-1,-1,-1,0,-1,0,True,100,1,39,479,1,1
-0.7518763435574001,27910718.0,1,25,397,1,-1.0497681524040379,3,0.3624982080971871,-0.20679364850592932,-1.0803881191281433,355.0,-1,0,-1,0,-1,0,True,100,1,25,397,1,3
1.2048664857059275,5104406.0,1,38,517,0,1.7047962668568335,2,0.24813052425642682,-0.20679364850592932,-0.0611366203932074,292.0,0,0,-1,2,-1,2,True,100,1,38,517,0,2
1.7051609011087527,24455254.0,1,23,450,0,1.1988558633191224,0,-0.4237796183080401,1.452841000206196,0.7180661189780133,294.0,0,-1,0,0,-1,0,True,100,1,23,450,0,0
0.13031096018996374,1905434.0,1,28,449,2,0.5804842589952534,2,1.377511402183935,-0.20679364850592932,-1.0499330048536357,69.0,0,0,-1,2,-1,2,True,100,1,28,449,2,2
0.10578101419061968,18153584.0,1,35,482,0,1.0302090621398854,2,-0.009196764385283919,-0.20679364850592932,-0.2027203390527713,68.0,0,-1,-1,1,-1,1,True,100,1,35,482,0,2
-0.9029958851818515,605595.0,1,30,25,2,-0.3751809476870898,0,-1.438792812394788,-0.20679364850592932,2.3332794367393115,322.0,-1,-1,-1,2,-1,2,True,100,1,30,25,2,0
-0.19244968402766405,9341857.0,0,5,488,2,0.6929154597814113,0,-0.05208464582556904,-0.20679364850592932,2.113427253831254,160.0,-1,-1,-1,2,-1,2,True,100,0,5,488,2,0
-0.8300227218039142,8640211.0,1,40,219,0,-1.443277355155591,3,-0.037788685345474,-0.20679364850592932,-1.2493091360192947,100.0,-1,-1,-1,2,-1,2,True,100,1,40,219,0,3
0.023009576293391197,17715142.0,1,21,523,1,-0.9935525520109589,3,-1.2386493656734574,-0.20679364850592932,-1.0885928981884585,210.0,0,-1,-1,1,-1,1,True,100,1,21,523,1,3
0.471674622113798,23766563.0,1,6,286,1,1.6485806664637546,2,-0.4237796183080401,-0.20679364850592932,-0.11307799983191522,289.0,0,-1,-1,0,-1,0,True,100,1,6,286,1,2
-0.4560095647161483,29808092.0,1,3,43,1,-1.0497681524040379,3,-0.6382190255094656,-0.20679364850592932,-0.9243280934140357,250.0,-1,-1,-1,0,-1,0,True,100,1,3,43,1,3
0.7285196013834675,24193774.0,1,28,245,2,-1.443277355155591,3,-0.20934021110661447,-0.20679364850592932,-1.1108765653175832,312.0,0,-1,-1,0,-1,0,True,100,1,28,245,2,3
1.1281932746074186,28428351.0,1,10,574,2,-1.0497681524040379,3,0.2624264847365218,-0.20679364850592932,-1.243227343540836,61.0,0,0,-1,0,-1,0,True,100,1,10,574,2,3
-0.9441417862226509,7260312.0,0,34,76,2,-0.20653414650785276,1,0.7913770225000384,-0.20679364850592932,-0.9689877314367137,8.0,-1,0,-1,2,-1,2,True,100,0,34,76,2,1
0.43765473890521034,3632373.0,0,18,109,2,1.3675026644983594,2,0.01939515657490616,-0.20679364850592932,-0.30941323475834487,44.0,0,0,-1,2,-1,2,True,100,0,18,109,2,2
0.434982482218131,4326349.0,1,29,231,2,0.35562185742293734,1,2.063717505228497,-0.20679364850592932,0.017831814068870102,159.0,0,0,-1,2,-1,2,True,100,1,29,231,2,1
-0.7268667617424263,13481128.0,1,41,278,1,1.2550714637122016,0,0.3624982080971871,-0.20679364850592932,2.5103026729525246,22.0,-1,0,-1,1,-1,1,True,100,1,41,278,1,0
-0.4388454544568307,21430281.0,1,36,428,1,-0.9373369516178799,3,0.319610326656902,-0.20679364850592932,-1.0757037030833945,155.0,-1,0,-1,0,-1,0,True,100,1,36,428,1,3
-0.6610881355989335,7436830.0,1,29,245,0,0.9739934617468065,2,-0.4237796183080401,-0.20679364850592932,-0.1632040719035283,259.0,-1,-1,-1,2,-1,2,True,100,1,29,245,0,2
0.06631383850452388,18496414.0,1,23,540,1,-1.105983752797117,3,-0.5238513416687053,-0.20679364850592932,-0.9718235081994352,172.0,0,-1,-1,1,-1,1,True,100,1,23,540,1,3
-0.8121391578211521,29901151.0,0,8,0,1,0.6929154597814113,2,-0.9670261165516516,-0.20679364850592932,-0.40495019493534623,214.0,-1,-1,-1,0,-1,0,True,100,0,8,0,1,2
-0.017245572518381717,5189855.0,0,9,293,1,1.3112870641052805,2,-0.8383624722307962,-0.20679364850592932,-0.12202890098802778,86.0,-1,-1,-1,2,-1,2,True,100,0,9,293,1,2
0.3046585791713359,13652289.0,1,16,246,1,0.1869750562437003,1,-1.3101291680739326,-0.20679364850592932,0.13238078572469533,46.0,0,-1,-1,1,-1,1,True,100,1,16,246,1,1
-0.6355989179683301,23589316.0,1,18,290,1,-1.218414953583275,3,-0.9813220770317467,-0.20679364850592932,-1.0727756225562444,314.0,-1,-1,-1,0,-1,0,True,100,1,18,290,1,3
0.9281851394898611,23942671.0,1,16,376,0,0.07454385545754227,1,0.4625699314578524,-0.20679364850592932,0.09886939125022053,2.0,0,0,-1,0,-1,0,True,100,1,16,376,0,1
-0.11512553860794358,11578044.0,1,9,511,1,1.9296586684291497,2,1.5347669674649804,1.452841000206196,-0.2408315377879352,280.0,-1,0,0,1,-1,1,True,100,1,9,511,1,2
0.1783088014540436,26700497.0,1,19,566,2,0.1869750562437003,1,1.5204710069848852,-0.20679364850592932,0.3941670816113332,106.0,0,0,-1,0,-1,0,True,100,1,19,566,2,1
1.0408310367605922,12793399.0,0,30,77,1,0.6366998593883324,1,-0.2236361715867095,-0.20679364850592932,0.8573960873894472,98.0,0,-1,-1,1,-1,1,True,100,0,30,77,1,1
-0.9997795408356885,26265694.0,1,5,156,2,0.2994062570298583,0,0.062283038015191285,-0.20679364850592932,2.2752408808614075,309.0,-1,0,-1,0,-1,0,True,100,1,5,156,2,0
-0.32979682580332154,7434025.0,0,26,126,1,-0.15031854611477377,1,0.9486325877810838,-0.20679364850592932,-0.6484936773800644,318.0,-1,0,-1,2,-1,2,True,100,0,26,126,1,1
0.002830612335830184,9763878.0,1,16,571,1,0.6366998593883324,2,1.5061750465047903,-0.20679364850592932,-0.5383240065476822,229.0,0,0,-1,2,-1,2,True,100,1,16,571,1,2
0.7655885979914148,9168041.0,1,0,88,1,-1.105983752797117,3,0.11946687993557145,-0.20679364850592932,-0.8109611227415868,347.0,0,0,-1,2,-1,2,True,100,1,0,88,1,3
-0.6177496136866844,3285287.0,0,2,440,2,0.8615622609606484,1,-1.481680693835073,-0.20679364850592932,-0.3714029045524825,48.0,-1,-1,-1,2,-1,2,True,100,0,2,440,2,1
-0.371627920866449,27218542.0,0,16,78,1,-0.7124745500455638,1,-0.23793213206680455,-0.20679364850592932,-1.0607992091216405,139.0,-1,-1,-1,0,-1,0,True,100,0,16,78,1,1
-0.5620090799702975,17021514.0,1,1,422,0,-0.03788734532861574,1,1.434695244104315,-0.20679364850592932,-0.3251202586719357,235.0,-1,0,-1,1,-1,1,True,100,1,1,422,0,1
-0.5289142086918527,954010.0,1,9,501,2,-0.5438277488663268,1,0.21953860329623673,-0.20679364850592932,0.3231957427396068,183.0,-1,0,-1,2,-1,2,True,100,1,9,501,2,1
-0.9346861087145238,15819627.0,1,4,566,0,0.9739934617468065,2,-0.9241382351113665,-0.20679364850592932,0.19273719168713907,352.0,-1,-1,-1,1,-1,1,True,100,1,4,566,0,2
-0.21814445986496592,25145662.0,0,17,150,2,-1.0497681524040379,3,2.2924528729100175,-0.20679364850592932,0.3649375562089603,142.0,-1,0,-1,0,-1,0,True,100,0,17,150,2,3
3.1344756316850644,23762183.0,1,16,277,1,-1.387061754762512,3,-1.3673130099943127,-0.20679364850592932,-1.155938750312908,28.0,0,-1,-1,0,-1,0,True,100,1,16,277,1,3
-0.2243112060659183,31109457.0,1,29,160,0,-0.4313965480801688,1,-0.9813220770317467,-0.20679364850592932,0.40397435658186615,174.0,-1,-1,-1,0,-1,0,True,100,1,29,160,0,1
-0.4623818691237992,13917226.0,1,18,484,2,-1.274630553976354,3,-0.09497252726585416,-0.20679364850592932,-1.1487031607790925,119.0,-1,-1,-1,1,-1,1,True,100,1,18,484,2,3
-0.7059683440614207,6049926.0,1,25,582,1,-0.03788734532861574,0,-0.723994788390036,-0.20679364850592932,2.4516256827039893,313.0,-1,-1,-1,2,-1,2,True,100,1,25,582,1,0
-0.6074374436506471,30249981.0,1,24,186,1,-1.443277355155591,3,-0.6096271045492756,-0.20679364850592932,-0.9619880293008822,27.0,-1,-1,-1,0,-1,0,True,100,1,24,186,1,3
-0.42257209642653953,16944865.0,1,39,87,2,0.2994062570298583,0,-0.752586709350226,-0.20679364850592932,1.3881555528208673,246.0,-1,-1,-1,1,-1,1,True,100,1,39,87,2,0
-0.3901624191704227,14523724.0,1,10,556,0,-0.3751809476870898,1,-0.2522280925468996,-0.20679364850592932,-1.169638167350178,208.0,-1,-1,-1,1,-1,1,True,100,1,10,556,0,1
0.16374842847957255,25406031.0,0,31,88,2,0.7491310601744904,1,-0.5667392231089904,-0.20679364850592932,0.34297438826187915,113.0,0,-1,-1,0,-1,0,True,100,0,31,88,2,1
2.141081338113858,1816362.0,1,11,328,0,1.0302090621398854,2,-0.4666674997483252,-0.20679364850592932,-0.10216564368169591,284.0,0,-1,-1,2,-1,2,True,100,1,11,328,0,2
-0.12910349666343574,26613244.0,1,10,406,2,0.2431906566367793,0,0.7198972200995631,-0.20679364850592932,0.5288382739125815,195.0,-1,0,-1,0,-1,0,True,100,1,10,406,2,0
-0.48951555240798994,15727218.0,1,36,200,2,-0.6000433492594058,0,0.5340497338583277,-0.20679364850592932,-0.920623122869612,199.0,-1,0,-1,1,-1,1,True,100,1,36,200,2,0
3.5719034955392917,23332924.0,0,2,193,2,0.5242686586021743,1,-1.2815372471137425,-0.20679364850592932,0.9076477951404213,30.0,0,-1,-1,0,-1,0,True,100,0,2,193,2,1
-0.9354055624379682,25147649.0,1,23,171,1,1.0864246625329645,0,-0.723994788390036,-0.20679364850592932,1.219339659661426,342.0,-1,-1,-1,0,-1,0,True,100,1,23,171,1,0
0.9266434529396232,20567027.0,1,42,532,0,0.1869750562437003,0,-0.06638060630566407,-0.20679364850592932,1.3954552421910913,69.0,0,-1,-1,1,-1,1,True,100,1,42,532,0,0
-0.9866238156069899,14783843.0,0,36,89,2,0.7491310601744904,0,0.8485608644204186,-0.20679364850592932,1.99212215941795,167.0,-1,0,-1,1,-1,1,True,100,0,36,89,2,0
0.3267218266902991,27822483.0,1,18,246,2,-1.162199353190196,3,-0.2808200135070897,-0.20679364850592932,-1.1083253918285165,135.0,0,-1,-1,0,-1,0,True,100,1,18,246,2,3
1.4366333637583901,22034967.0,0,25,12,2,0.8615622609606484,2,-1.2243534051933624,-0.20679364850592932,-0.2692918651534036,109.0,0,-1,-1,0,-1,0,True,100,0,25,12,2,2
-0.2526439788891832,23589364.0,1,18,90,0,0.4680530582090954,1,-0.9241382351113665,4.772110297630446,-0.5600769270313429,98.0,-1,-1,1,0,-1,0,True,100,1,18,90,0,1
-0.2293131224289131,7265758.0,1,15,487,1,-1.330846154369433,3,0.21953860329623673,-0.20679364850592932,-1.1528363182307262,261.0,-1,0,-1,2,-1,2,True,100,1,15,487,1,3
0.4951425173785338,30501417.0,1,20,205,2,-1.443277355155591,3,2.0065336633081166,-0.20679364850592932,-0.9585497140759189,118.0,0,0,-1,0,-1,0,True,100,1,20,205,2,3
1.1873597784354457,5097903.0,1,35,196,0,-0.8811213512248008,1,-0.6811069069497507,-0.20679364850592932,-1.0181061540799818,101.0,0,-1,-1,2,-1,2,True,100,1,35,196,0,1
0.7231750880093087,15121004.0,0,23,272,1,0.35562185742293734,1,0.10517091945547641,-0.20679364850592932,0.6651273460847859,189.0,0,0,-1,1,-1,1,True,100,0,23,272,1,1
1.9220933285778137,9163637.0,0,37,225,1,-0.9935525520109589,3,0.9343366273009888,-0.20679364850592932,-0.8310782154000972,264.0,0,0,-1,2,-1,2,True,100,0,37,225,1,3
-0.932664786348656,16938498.0,1,21,490,0,0.6929154597814113,1,-0.5953311440691805,-0.20679364850592932,-1.2597574093539148,282.0,-1,-1,-1,1,-1,1,True,100,1,21,490,0,1
-0.5138056804995192,20913956.0,1,5,144,1,1.4799338652845175,2,0.19094668233604664,-0.20679364850592932,-0.7688141983061302,59.0,-1,0,-1,0,-1,0,True,100,1,5,144,1,2
-0.6254923061389914,21773938.0,1,35,94,1,-0.4313965480801688,0,0.7913770225000384,-0.20679364850592932,0.6485254884549293,135.0,-1,0,-1,0,-1,0,True,100,1,35,94,1,0
0.2938667733196692,1905830.0,1,13,232,1,-0.8249057508317219,1,-1.3673130099943127,-0.20679364850592932,0.9711450930868917,284.0,0,-1,-1,2,-1,2,True,100,1,13,232,1,1
-0.6819522935788226,19095520.0,0,12,398,2,-1.387061754762512,3,0.677009338659278,-0.20679364850592932,1.0946013780100716,219.0,-1,0,-1,1,-1,1,True,100,0,12,398,2,3
-0.7343696362869184,24806105.0,0,13,327,1,0.5804842589952534,0,0.6341214572189929,-0.20679364850592932,-1.008416822808441,269.0,-1,0,-1,0,-1,0,True,100,0,13,327,1,0
-0.34750909128050167,4580957.0,1,41,315,1,-0.9935525520109589,1,0.37679416857728215,-0.20679364850592932,1.1036856068259144,129.0,-1,0,-1,2,-1,2,True,100,1,41,315,1,1
-0.5743768320733188,2156.0,1,19,36,0,-0.7124745500455638,1,1.6491346513057408,-0.20679364850592932,0.7283323487772326,12.0,-1,0,-1,2,-1,2,True,100,1,19,36,0,1
0.03188283888253936,28686657.0,1,7,584,2,0.07454385545754227,1,-0.9813220770317467,-0.20679364850592932,1.1034856153363193,265.0,0,-1,-1,0,-1,0,True,100,1,7,584,2,1
-0.6256293449434569,26182315.0,1,39,51,2,0.8053466605675694,2,-0.5667392231089904,-0.20679364850592932,0.2641879973352026,181.0,-1,-1,-1,0,-1,0,True,100,1,39,51,2,2
1.5725073383860426,5446016.0,1,34,222,1,-0.9935525520109589,3,-1.467384733354978,-0.20679364850592932,-1.2034495490590456,317.0,0,-1,-1,2,-1,2,True,100,1,34,222,1,3
0.7063193150600386,28434763.0,1,20,344,2,-1.274630553976354,3,-1.2100574447132673,-0.20679364850592932,-1.1964831788381467,179.0,0,-1,-1,0,-1,0,True,100,1,20,344,2,3
-0.529530883311948,18146260.0,1,35,286,0,1.0302090621398854,2,0.39109012905737717,-0.20679364850592932,0.7351346234169251,259.0,-1,0,-1,1,-1,1,True,100,1,35,286,0,2
2.5613450917087675,27994413.0,1,8,525,0,0.4680530582090954,2,-0.6668109464696558,-0.20679364850592932,-0.8421187712231337,72.0,0,-1,-1,0,-1,0,True,100,1,8,525,0,2
-0.1783346871677062,6740965.0,1,27,432,0,-1.105983752797117,3,0.8628568249005136,-0.20679364850592932,-1.0587351943892802,243.0,-1,0,-1,2,-1,2,True,100,1,27,432,0,3
-0.14808337108192277,9340004.0,0,9,121,2,0.35562185742293734,1,0.7770810620199433,-0.20679364850592932,0.9576405395523041,33.0,-1,0,-1,2,-1,2,True,100,0,9,121,2,1
-0.28721201731563334,5017928.0,0,9,457,0,1.8734430680360705,2,2.3210447938702075,-0.20679364850592932,-0.40654243487173863,193.0,-1,0,-1,2,-1,2,True,100,0,9,457,0,2
0.10369117242251909,3372762.0,1,14,251,2,-0.2627497469009318,1,-0.2236361715867095,-0.20679364850592932,-1.1881912240003156,7.0,0,-1,-1,2,-1,2,True,100,1,14,251,2,1
-1.010982463100752,17282585.0,1,36,434,2,0.1307594558506213,0,-0.1807482901464244,-0.20679364850592932,1.8027353467582248,210.0,-1,-1,-1,1,-1,1,True,100,1,36,434,2,0
0.008517722721152886,24195757.0,0,2,555,2,1.3112870641052805,0,-1.0385059189521268,-0.20679364850592932,2.1620739016785535,355.0,0,-1,-1,0,-1,0,True,100,0,2,555,2,0
-0.8243356114185914,31451644.0,0,28,13,0,-0.09410294572169475,1,0.0336911170550012,1.452841000206196,0.1471904119285643,79.0,-1,0,0,0,-1,0,True,100,0,28,13,0,1
0.3770493276302943,16071092.0,1,4,589,2,-1.0497681524040379,1,-0.8240665117507012,-0.20679364850592932,0.8287691004493158,7.0,0,-1,-1,1,-1,1,True,100,1,4,589,2,1
-0.6227172703485628,12100186.0,1,14,76,1,-0.31896534729401077,1,0.677009338659278,-0.20679364850592932,0.3504304812329405,219.0,-1,0,-1,1,-1,1,True,100,1,14,76,1,1
-0.8360181694992846,19527426.0,1,15,439,0,1.3675026644983594,2,0.01939515657490616,-0.20679364850592932,-0.8879040023731489,140.0,-1,0,-1,1,-1,1,True,100,1,15,439,0,2
-0.8025464415085594,27561716.0,0,11,509,2,0.07454385545754227,0,0.648417417699088,-0.20679364850592932,1.553943369708361,230.0,-1,0,-1,0,-1,0,True,100,0,11,509,2,0
0.06946573100723297,12101369.0,1,11,529,2,-0.9935525520109589,3,-0.40948365782794505,-0.20679364850592932,-1.2739978290104745,309.0,0,-1,-1,1,-1,1,True,100,1,11,529,2,3
0.11667559914563551,20309161.0,1,32,375,2,-0.20653414650785276,1,-0.8383624722307962,-0.20679364850592932,-0.24145971618474077,277.0,0,-1,-1,1,-1,1,True,100,1,32,375,2,1
-1.0022804990171859,28427908.0,1,42,494,0,0.6366998593883324,2,-1.124281681832697,-0.20679364850592932,0.11385593300257744,265.0,-1,-1,-1,0,-1,0,True,100,1,42,494,0,2
-0.2845397606285539,18495998.0,0,11,282,2,1.4237182648914386,0,1.8206861770668812,-0.20679364850592932,1.5479410610270494,333.0,-1,0,-1,1,-1,1,True,100,0,11,282,2,0
1.0319577741714439,21170909.0,1,30,571,1,0.6929154597814113,0,0.5483456943384226,-0.20679364850592932,-0.9483655320673028,230.0,0,0,-1,0,-1,0,True,100,1,30,571,1,0
1.862652747140855,18927260.0,1,40,12,2,-1.0497681524040379,3,-0.5667392231089904,-0.20679364850592932,-1.0283313599838995,215.0,0,-1,-1,1,-1,1,True,100,1,40,12,2,3
-0.8888466286207773,21427654.0,1,23,524,2,-1.0497681524040379,3,-0.16645232966632936,-0.20679364850592932,-1.2334405805179538,79.0,-1,-1,-1,0,-1,0,True,100,1,23,524,2,3
2.532018787553127,16418387.0,1,35,464,1,0.7491310601744904,0,0.34820224761709206,-0.20679364850592932,0.10955098798936833,181.0,0,0,-1,1,-1,1,True,100,1,35,464,1,0
-0.5922603960560809,15729241.0,1,28,136,1,-0.6562589496524849,1,-0.20934021110661447,-0.20679364850592932,0.30652465728642897,62.0,-1,-1,-1,1,-1,1,True,100,1,28,136,1,1
0.01663727188574029,22986810.0,0,35,313,1,1.8734430680360705,2,-1.138577642312792,-0.20679364850592932,0.004950310944175081,332.0,0,-1,-1,0,-1,0,True,100,0,35,313,1,2
-0.30680856635421555,27824996.0,1,21,502,2,0.1307594558506213,1,2.192381149549352,-0.20679364850592932,1.0847428231704115,142.0,-1,0,-1,0,-1,0,True,100,1,21,502,2,1
-0.9997795408356885,27566821.0,0,20,555,1,-1.218414953583275,3,1.9207579004275466,-0.20679364850592932,-1.0246571573609522,270.0,-1,0,-1,0,-1,0,True,100,0,20,555,1,3
0.286877794291923,19961159.0,1,0,491,0,0.6366998593883324,0,-0.6382190255094656,-0.20679364850592932,1.7232720615590722,189.0,0,-1,-1,1,-1,1,True,100,1,0,491,0,0
-0.9641837113757462,24800370.0,1,25,181,0,0.2994062570298583,0,0.062283038015191285,-0.20679364850592932,2.381146630575882,336.0,-1,0,-1,0,-1,0,True,100,1,25,181,0,0
0.6457481634862391,14606504.0,1,28,108,2,-1.49949295554867,3,-0.7382907488701309,-0.20679364850592932,-0.8629409620821399,40.0,0,-1,-1,1,-1,1,True,100,1,28,108,2,3
0.1329146974748103,1212812.0,1,35,313,1,-1.330846154369433,3,-1.4530887728748831,-0.20679364850592932,-1.0547866444665035,214.0,0,-1,-1,2,-1,2,True,100,1,35,313,1,3
2.39761798007348,27994033.0,1,39,10,2,1.3675026644983594,0,-0.02349272486537896,-0.20679364850592932,0.43478842994026246,122.0,0,-1,-1,0,-1,0,True,100,1,39,10,2,0
-0.21591757929239974,20909342.0,1,6,436,2,-1.218414953583275,3,0.005099196094811121,-0.20679364850592932,-1.2436196345396575,144.0,-1,0,-1,0,-1,0,True,100,1,6,436,2,3
